No,Komentar,Label
619,Bismillaahi..smoga smuanya ikhlas dn amanah. Selamat bekerja...para putra putri pertiwi.,p
620,"Mantap Sandiaga Uno, walaupun gw dulu ga pilih dia, tapi skr bolehlah, semoga kerja nya bagus",p
621,"1. MensosThe best nih
2. Menkraf The best
3. Menkes Beratt
4. Mendag Berat",p
622,knpa bu Risma gk dari dlu jadi manteri...malah orang2 gk jelas di angaktny....,p
623,Wow ini keren mantapp,p
624,Wihhhhh ada om sandi....,p
625,Smangat Bu Risma..👍👍👍,p
626,ayo kita lihat aj ke depan ...,p
627,"Yes bang sandi,inspiratif ku",p
628,"Menag ny gk beda jauh citrany sama yg kemaren, kita lihat kekonyolan apa yg akan di buat, apakah akan lebih konyol dari menag yg kemaren 😄😄",p
629,Wah...oposisi dirangkul semua. Hebat lah permainannya. Semakin kelihatan nanti siapa yang gak suka sama rezim sekarang.,n
630,Selamat bang sandi sukses,p
631,😓😓😓😓😓,n
632,Jawaban dari banyak doa rakyat Indonesia.. 🤲🙏👍,p
633,"Mantaaap Bu Risma,,,💪💪💪👌👍",p
634,"Bu rismaaa josssss, semangat bu risma, semoga bisa menjadi pemimpin yang amanah dan bertanggung jawab, aamiin yaallah..",p
635,Kalau kemenangan pilpres kemarin ada kecurangan walaupun resafel aku meyakini tidak berarti apa-apa sama saja tanpa resafel,p
636,Pak peresiden sibuk urus pergantian menteri. Cobak bikin UUD baru kalok orang korup kasih hukuman mati dan  sita hartax Sampek keakar2x. Baru rakyat seneng.,p
637,Merinding,n
638,"Persetan..,masa bodo.., apalagi Menagnya si Yakult 2x sehari, bakal tambah bikin rusuh negara, lebih parah daripada menteri yg tuan tmp hari..",n
639,"untung AHY ga ada, ga penting bngt 😂😂😂",n
640,Delok bu risma koyo rep tak ambung ibuuuuuuuuu,p
641,Men KP nya wong gerindra juga?? Org prabowo??,n
642,Lha Iki Joss..mensos Bu RISMA...tetap jalankan amanah rakyat bu,p
643,Mau rsfl menteri berapa kali tetep sama aja judulnya nantinya koropsi,n
644,Bu risma sopan bangett,p
645,La ini mana AHY dan Zonk gk kebagian jatah menteri...kasihan...banget....,n
646,😎😎😎😎AYO TERAWAN MULAI SEKARANG TIDAK USAH MENJADI DOKTER KEPRESIDENAN. ANDA DI BUANG JADI BALASLAH,n
647,Alhamdulilah.. Bu Risma 😁👍,p
648,"Haaa haaa  PK kowiii bingung ...bawahan kn tergantung atasan ,, klw atasanya  mencong Sampek ke bawah mencong ,, giliran  ada yg lurus ga suka",n
649,Loh ibu Susi mana ?? Kenapa tidak di jadikan menteri kelautan dan perikanan??,p
650,"Ak pesen ,yg menjabat mg amanah",p
651,Mantap menag dari nu,p
652,Selamat untuk semuanya....,p
653,Sangat setuju Bu Risma jadi Mensos👍👍,p
654,"Selamat bu Risma, semoga menambah kekuatan unt menjadikan Indonesia maju. Pakde mungkin lupa, menteri Nyinyir Fadly Z",p
655,Semoga mentri yg baru menjalankan tugas dng sebaik2x untuk kemajuan dan keutuhan nkri amin...,p
656,"Yg korupsi di hukum mati biar jera,,",p
657,Mentri agamanya dari seorang yg kuat di mulut tp takut di kirim ke Papua,n
658,Pengalian isu kasus BANSOS korupsi hukum mati!!!,p
659,"Selamat buat para calon mentri yg baru,semoga bpa/ibu yg terpilih bisa mmberikan kontribusi yg baik buat seluruh rakyat indonesia..
Amin..",p
660,"Selamat Ibu Risma ibunya arek2 Suroboyo, warga Soroboyo sangat bangga PD Ibu smg Allah menjaga & melindungi Ibu Risma 
Kado Istimewa di Hari Ibu Utk Bu Risma, smg menteti2 baru amanah semuanya 🙏🙏",p
661,Bu Susi anda tetap yang terbaik,p
662,Astagfirlahhalazim,p
663,Slmt ya pd mentri2 baru smg  mentri yg amanah,p
664,Semoga ganti menteri ini menjadikan Indonesia semakin lebih  maju,p
665,Buk susi mana bapaaaaaaaak😢😭😭,n
666,"Selamat bu Risma , aku mau dong bagian angkat angkat bansos Bu, pasti sampai sasaran terutama tetangga saya krn byk yg blm dapat, semoga nanti bisa dapat lah walaupun sedikit 🙏🙏",p
667,Alkhamdulillah,p
668,Semoga ham bisa di tegakan,p
669,Buk Risma tu emang karakternya sangat cocok untuk Mentri Sosial...,p
670,Cie cie dapat juga yaqut,p
671,"Pak Wisnu tama di ganti ? Mentri pariwisata dan ekonmi kreatif ,,",n
672,Selamat buat bu risma dan pak sandi smuga amanah,p
673,Selamat. para mentri yg baru... smg Bpk /Ibu yg terpilih. saat ini akan bekerja utk rakyat.. dan menegakkan  keadilan dan kebenaran.. tanpa ada diskriminasi..Amin..,p
674,"Alhamdulilah,semoga kedepan nya negaraku tambah makmur dan selalu dalam kedamaian.",p
675,"Semoga Lebih Fresh dan Semangat Perubahan .... Semangat NKRI ... Terima kasih buat Menrtri Terdahulu, semoga setelah jadi Mantan Mentri gak kayak Anies jadi Jahat dan jadi Musuh ..",p
676,"Gus Yaqud jd Menteri, Radikalisme dan Fanatisme keringet dingin",p
677,Ridwan Kamil cocoknya jadi menteri pariwisata,n
678,Yah bu susi ga jadi mentri kkp lgi.. Pdhl udh terbukti kerja nya bagus..,p
679,"Waduh kok kyk ada yg aneh ya dari suaranya pak jokow sama gerak gerik tubuhnya, kyk kecapekan gitu, bnyk tugas mungkin, , sehat selalu pak🙏🙏",p
680,Mantap pakdhe 👏👏👏,p
681,Harus nya pemerintah terpilih buktikan orang orang yang masuk kabinet itu orang orang terbaik dari Paslon 01 🤭kok malah orang orang  02 yang di ambil mengisi kekosongan kursi??,p
682,Dari pegawai bank menjadi menteri kesehatan.. dasar nya apa pak? Apakah nanti berobat bisa kredit bayarnya?,n
683,Lah menkes nya nggak?,n
684,"Bersama membangun Bangsa, nga ada lagi lawan politik, kasihan kadrun2, siapalagi yg bisa di peralat.",p
685,Smga lngsng bkerja n pnya gebrakan,p
686,Keduanya orang baik bu risma dn pak Sandi sangat berpotensi bg negeri kita,p
687,Semoga dengan digantinya Menkes bisa meredam Corona ni amiiin,p
688,"loh, pak whisnu tama gmana",n
689,Alhamdullah  Bu Risma  cocok baget dengan jabatanya  Tegas dan pembani  👍👍👍,p
690,kita lihat aja dulu kedepannya jangan berkomen macam macam...doakan aja supaya maksimal amanah untuk rakyat dan negara..,p
691,"Bu Risma, bpk Sandiaga... Selamat ya....",p
692,Mudah2n bisa bekerja lebih baik terutama tidak  tergoda korupsi,p
693,Sandi reuni sama om wowo lagi nih hahaha.....,p
694,Bu risma kinerjanya da ter bukti..wajar la dipilih dan terpilih sebahai mentri..,p
695,Selamat ya pak menteri kesehatan smg engkau tdk takabur dan tegas jg cekatan..,p
696,Hahha mentri sosiañ nya oramg pdip lagi,n
697,Selamat bekerja bu Risma... 👍,p
698,Selamat bertugas calon mentri semoga di berikan kelancaran ..aamiin,p
699,Semangat Bu risma...bang sandi mantab...smga amanah smua.,p
700,"net tv diujung tanduk, jd balik kanan",n
701,Kok Aku 😭😭😭😭,n
702,Akhirnya Bu risma jadi mentri juga..,p
703,Mantap 👍👍👍,p
704,kenapa mentri perikanan tdk bu susi lagi ya,n
705,Yasonna laoly masi jadi mentri gak sih?,n
706,Semoga pembenahan bisa membuat mudah kinerja,p
707,"Alhamdulillah......
Semoga Indonesia makin membaik, besar harapan kami kepada para calon menteri yang baru.",p
708,Bu Risma masih canggung,n
709,mudah2an amanah. dan jangan korupsi.,p
710,Mantap bi Risma,p
711,Cocok 👍🏼,p
712,kecewa buk susi gk terpilih jadi menteri kkp,n
713,smoga mentri yg bru ini bnr pisa bertanggung jawa dan amanah buat bangsa indonesia ....,p
714,"MENDIKBUD ganti aja Pak, Muak sy melihatnya ngomong trus di tv tanpa ada perubahan apa2.",p
715,Coropsi lenyap tak tau kabare ganti lgi semau dewek ternyata istana hnya milik gerbong pdip,n
716,Bpk persiden suh resapel menteri mantap bpk iusul  bpk ad sbtulnya org daera yg pling cocok knapa tdk  lirik bpk ini org jujur dan tegas org dr kalimantan iya mantan gubernur kalbar bpk Kornelis,n
717,"Selamat datang di ""RIMBA"" para menteri yg terpilih..",n
718,totweet,n
719,Top markotop bu risms,p
720,Knp bu susi kok ga dipanggil lg 😪,n
721,Enak jamanku toh?,p
722,"selamat Gus YAqut, ditunggu gebrakannya",p
723,"Senang sekali Bu Risma melangkah lebih jauh di pemerintahan negara.. Bu, apapun yang terjadi, saya sbg warga Surabaya akan selalu bangga sm ibu atas semua yg ibu berikan kepada warga Surabaya.. Semoga amanah dan lancar buu, aamiin aamiin YRA",p
724,Amiin semoga lebih maksimal kerjanya......demi Indonesia maju,p
725,"Sing demo demo ngrusak 
Ketemu ma  burisma ....bisa jadi bubur 😀😀😀",p
726,Pa sandiaga uno menggantikan pa wishnu utama?,p
727,"Selamat ibu ku tri risma
Semoga semakin memajukan indonesia ibu ku",p
728,Sehat terus Bu RISMA,p
729,Mentri Agamanya harusnya Abdul qadir jawas... Lebih mantap.,n
730,Selamat Gus .....semoga di beri kelancaran...... wasallam mualaikum ....dari x 26,p
731,... Ketutupan masker semua kecuali president kita indonesia bisa lurus ...,n
732,Semoga tidak korupsi lagi...,p
733,"Bu risma semoga amanah tetap merakyat saat menjabat sebagai walikota surabaya, disiplin tegas dan jujur serta sangat sangat memprihatikan rakyat, semangat dan sukses bu risma untuk NKRI dan rakyat",p
734,Pendukung Prabowo sandi kecewa 🤣🤣🤣,n
735,Semangat bu risma,p
736,"Strategis bagus pak de
Smoga indonesia lebih maju",p
737,"W😱W ,,,, Mantap itu Bu Risma .,.. Orang nya tegas dan Kompeten ,,,.. Pasti Amanah 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻",p
738,Wa'alaikum salam warahmatullahi wabatokatuh,p
739,PAK WISNU SEKARANG JADI APA ?,n
740,Kenapa g bu susi yg menjadi menteri kelautan,n
741,ya Allah aku tersenyum bahagia... jadi malu sendiri... selamat untuk Menteri yang baru... selamat bertugas,p
742,Seindonesia jadikan menteri aja pak,n
743,Anak lurah sdh diperiksa blm?,n
744,Arek Suroboyo bakal selalu ada buat Bu Risma !,p
745,Yg tidak terpilih jgn sakit hati...jgn nyinyir..wkwkkw,p
746,"Saya setuju Bu Risma.  Pak sandi, buktikan anda hebat. Calon menteri lain semoga lebih baik.",p
747,Ibu risma di persiapkan untuk 2024. Bisa cagub jkt atau capres 2024.,p
748,Awas jangan di garong lagi bansos.,p
749,Kenapa mentri kelautan bukan bu susi pak De??,p
750,Waalalaikum salam ini menteri terpilihnya semoga bermanfaat dan berkah serta amanahnya dengan tanggung jawab dunia akhirat kelak Aamiin,p
751,Kok gk pk masker...kyk wakilx,n
752,Kalau melihat raganya kasihan Mudah mudahan orang yang memanfaatkan Nurhadi dikutuk 7 turunan ... Mudah2 terbukti,n
753,Kita liat aja. Nanti bu risma dan pak sandi jadi seperti bu susi atau seperti pak mahfud md,p
754,Mantab bu risma dan pak sandiaga jadi menteri...selamat bertugas,p
755,Kementrian  Sosial  dr Zaman Orba  sebagai Kementrian  Ter korup  sampe  Skrg.. Bisa ga Bu Risma  bersih2  yg Sdh jadi  Kerak2  di Depsos😭🔥,p
756,Se 7.... menteri2 yg baru itu... anti korup,p
757,"Horeeee,, selmt ,, bu, risma,,😃😃😃😃👏👏👏👏👏",p
758,Reshuffle?!.... Wah sering bgt skrg ganti Mentri ....  Kacau ....,n
759,Mantap mantap mantap👍👍👍👍👍👍👍👍👍👍👍,p
760,"Yg penting terawan mundurrrrrrrrrrrr, menag juga gantiuiiii yeaaayyyyyy, ada bu risma jugaaaaaa sip lahhhhh",p
761,Masih berharap bu susi....naik lagi.,p
762,Risma kan sama spt juragan jago pencitraan..!,n
763,Happy banget ...selamat ibu Risma....we luv u,p
764,Kalok bu risma aku tau kinerjanya..kalok yg lain belum tau kerjanya kayak apa...tlng tunjukan bakti kerjanya biar rakyat percaya,p
765,Wow selamat pak sandiaga dan Bu Risma 🎉🎉🎉🎉🎉😎😎😎,p
766,salam semuanya dan semuanya mantap,p
767,Cebi dan kempi bersatu. Yuhuuuuu.,p
768,Cocok bangat buk Risma jd mentri sosial. GBU buk e arek arek suroboyo,p
769,Yaqult lbh para dari pd roji... lihat aja nanti...,p
770,"Wong suroboyo dan sekitarnya serta wong seng tau orip nang suroboyo... 
Mengucapkan selamat BERJUANG Emakku.... 
# kami warga WIYUNG tempatmu tinggal ikut terharu.",p
771,Kejam..........!!!!!!,n
772,Apakah tidak ada orang lain lagi? Mengapa hanya itu itu saja orangnya? Padahal masih banyak orang orang pintar dan yg lebih berbakat di negara ini.,p
773,"Sandiaga uno terpilih.....selamat
Kardun....klepek2",p
774,"Sebagai warga Indonesia, saya hanya bisa berdoa dan berharap semoga kedepannya Indonesia jadi negara maju setabiil aman damai dan sejahtera",p
775,"Mbrebes mili motoku ndelok mak'e duduk di samping pakde,, beliau di beri tugas yg gak mudah... semangat mak semoga bisa menjalankan tugasmu dengan baik.. Aamiin 😰😰😰😰😰😰",p
776,Gp ansor makin maju lah,p
777,"pak cobalah berihukuman yg seberat2 seperti hukum mati bagi para pejabat yang maling uang rakyat,,,biar mereka tidak berani korupsi,,,,padahal kan para pejabat juga sudah di gajih ,,,,",p
778,Yaahhh ak ga lolos.....,n
779,"Selamat bertugas bang Sandi dan Ibu Risma 
Semangat",p
780,"pak bgs basic banker ke kesehatan..? menurut saya idealnya beliau di menteri koordinator perekonomian masih sejalur basicnya, jadi bisa lebih maksimal.",n
781,Pak uno pengang amanah nya ya .....kami mendukungmu pak ....,p
782,alkhmdulillh,p
783,Pak Budi Sadikin juga keren tuhhhh,p
784,"Sungguh Kasihan Para Kadruners Kehilangan Sosok Pemimpin

Turut Berduka Cita Drun",p
785,Menit 3:32 urutn N0 4 😀😄😆😅😂.. 🤭. Bu rismakuuuuu .! Mantaap 👍👍👍,p
786,Mending lo pada tobat dah,n
787,Ibu ku rek dadi Mensos..👍bangga orang Surabaya👍,p
788,"Alhamdulillah, Bu Risma jadi mentri sosial wah setuju banget aku, yakin banget Bu Risma bakal amanah dan rakyatnya akan sejahtera, aku sudah buktikan kepemimpinan beliu, karena aku warga Surabaya 👍🙏😘",p
789,Alhamdulillah  bu Risma (jadi Menteri Sosial)... dg ini maka Bansos  di DKI nya Anies g akan  bs disunat2 lgi.,p
790,Bolo dwe kbh... Gk ada yg dr oposisi.... Gk berani ap takut ya,n
791,Bu Risma mantap.,p
792,Mudah mudahan beliau bisa mengemban amanah yg di percayakan,p
793,"Sandiago Uno...
Jempol Nya....",p
794,"kasihan kalo jadi mentri,salah ucap sedikit rakyat langsung membenci,,kaya pak mahmud,dulu banyak yg suka sebelum jadi mentri",p
795,"bu risma kutunggu kegaLakanmu untk para mreka yg coba2 untk makan duit dana bansos.. 

mantaaaaabb.. 😁👍",p
796,👍👍👍👍👏👏👏🤲🤲🤲🤲💪💪💪💪SEMOGA pda jjurr,p
797,Hah Bu Risma pegang bansos👍👍👍 keluarkan sungumu Bu...berani korupsi seruduk,p
798,"Walaupun gunta ganti mentrinya klo jongotnya msh itu2 aja tetep aja ga bakal ada kemajuan tetep amburadul,gob gob",n
799,"Mabruk alaekum jami,an wahai para amanah semoga semuanya pada sehat dan sukses semangat demi meraih indonesia maju",p
800,Tumben kali ini ada pak makruf heheh,n
801,Bu risma.......lahir di KEDIRI...dan hijrah kesurabaya..👋👋👋👋👋👋👋👋👋👋👋,p
802,"Bu Risma, klo pengemis pengamen ga ad lg d jalanan. Sy jempolin dah ibu",p
803,"Nah gini, jangan rijik mulu yg di britain.",p
804,Bye om terawan 😭,n
805,Satu lg mestinya menteri hukum & HAM diganti,p
806,Semangat Bu,p
807,Prabowo & Sandiaga uno terbukti 2 org nasionalis sejati.,p
808,Yeeee bu risma dadi mentri,p
809,Mantap Gus Yaqut jadi menag... 😍😍😍,p
810,Alhamdulilah,p
811,Selamat.  khusus utk. bu Risma. yg hebat.. dg kepemimpinan. Beliau.   bantuan sosial tdk akan terjadi kurupsi lagi. shg  bisa tepat sasaran amin.. Hidup Bu Risma...,p
812,Kita berharap Bu Susi jadi menteri kelautan perikanan,p
813,Bu Risma 👍👍👍👍👍👍👍👍,p
814,MAJU DARI MANA BOS..YANG ADA INDONESIA AMBURADUL,n
815,Ibu pudjiastuti mana😭😭😭😭😭,n
816,Smoga menteri baru amanah,p
817,Alhamdulillah Bu Risma maharini jadi Mensos 👍👍👍,p
818,"Selamat buat ibu Risma dan Bang Sandi... Selamat bertugas.
God bless",p
819,Sukses terus buat bpk. Sandiaga uno,p
820,buat bu risma dan pak sandiaga uno. saya udah tepuk tangan..,p
821,Sandiaga una g perlu ada di mentri tuh..,p
822,ibu susi up...,n
823,Siapa disini yang berharap bu susi come back. Tapi hiks,p
824,Bu Susi mana???,n
825,Semangat bu risma dan bang sandi saya dari madura selalu mendukungmu,p
826,Pak Wishnutama ke mana nantinya ?,n
827,"Mamaku jadi mentri sosial,,SELAMAT & SUKSES,ya  Mak???",p
828,Sayang nya bu susi sudah tak mau lagi menjadi mentri lagi,p
829,Semangat membangun indonesia di tengah pandemi.  Allahu akbar,p
830,Mudah2an bukan strategi....,n
831,Akhirnya Terawan kena pecat.alhamdullilah ya Allah 🙏,p
832,Q sangat bangga bu risma jadi mensos semoga beliau amanah,p
833,menteri agamanya buzzerp dong,n
834,Bu rismaaaa  semnagt bu...... Buat negara ini,p
835,"Bersatu membangun negri..
Bukan bergerombol merongrong negri.. 👍👍👍",p
836,Tahun baru mentri baru 😃moga lebih baik,p
837,"Dlu lawan..skrang kawan,22'nya di angkt jdi mentrinya hehe",p
838,Bu susi harus nya tuh. Mentri kesehatan tidak ada basic medical wahh ada apa nih.?,n
839,Masih kurang lengkap tanpa Susi😩,p
840,Pak Tama kemana ya?,n
841,Kangen sama bng sandi,p
842,"Alhamdulillah Bu Risma, Saya warga Surabaya mendukungmu 👍",p
843,🙏👍✨🇮🇩,n
844,"Masa  bodoh  urusan  mu  pa  preseden, nanggu beban di  hari  pnghisaban, klau  ga  jujur",p
845,Minta tolong dlu jangan korupsi klen..,p
846,Semoga ibu Risma kepilih jadi menteri Amin ya rabbal ngalamin 👍💪🙏🏻,p
847,Semoga bu risma tambah maju jd mentri😍😍,p
848,😮😮 Astaghfirullah... Sandiii...!! . Ente koq malah ikutan sama capres ente kemaren jadi menteri  j*k*d*k... 🤪🤪 Tega ente sama anaa.... Kafokk... Dahh... Ana sponsorin ente bedua... Ana ditahan... Ente malah jkutan kaya menhan.... 🤕🤕🤕🤕,n
849,Menteri baru harus tegas untuk bangsa kita non sport korupsi,p
850,Pak Saya lupa dipanggil pak 😀,n
851,Maju emaaak... pemimpin Indonesia wanita pertama 2024... Amin,p
852,"BARU TEROBOSAN BARU.
SEJARAH AKAN MENCATAT NYA.
DULU BERSAING DI PILPRES SEKARANG CAPRES DAN WAPRES NYA DI ANGKAT JADI MENTERI MANTAP.",p
853,Kok Bu Susi kgk diajak lgi,p
854,Dan banyak yg mulai kejang2 kayaknya nih hehehe,n
855,mantap gus yakul,p
856,Moga jadi Indonesia maju,p
857,WUIDIH BU RISMA BENERAN MASUK KABINET 😍😍😍 SELAMAT YA BU JADI MENSOS,p
858,Hebat bu risma 👍👍👍👍,p
859,bu Susi Pujiastuti kemana y....beliau sangat mengagumkan,p
860,pak terawan kok di ganti 😭😭,n
861,"Hilang satu koruptor, datang lagi koruptor koruptor yg baru, begitulah rezim ini, klo menteri jebolan PDIP pasti korupsi lagi",n
862,"Brarti wisnu tama di resafel ya,?
apa kinerjanya kurang memuaskan ya?",n
863,mudahan ..amanah.,p
864,"Bu susi gak mau kah dipinang, knp harus ada uno sih",n
865,"Ibunya arek2 Suroboyo..kita semua mendoakan mu Bu Risma,yg kuat ya Bu,jaga kesehatan,.kementrian banyak tekanan,iming2,manuver politik..tetep istikhomah Bu Risma👍",p
866,",setuju dngan para mentri bru semoga amanah",p
867,"Ketua gp ansor menjadi menag, semoga bisa menjembatani antar umat beragama 🙏",p
868,Sound sistem istana negara harap di perhatikan ..,p
869,selamat mendunia,p
870,"Masalahnya justru di pak lurah, ... bbrp pembantu baru buzzer@rp atau model penjilat yg jauh dr profesional",n
871,"Menjabat mentri negara harus melepaskan kepentingan pribadi.
Sederhana itu nikmat",p
872,Jos bu risma sama gus yakud  jadi menteri,p
873,Printing money!,n
874,Wisnu kmn ya🤔🤔🙄🙄🙄,n
875,Net tv akan menyala lg,p
876,kirain Jess no limit diangkat jadi mentri esport dan gaming,n
877,Moga Mentri 2 yg Baru bebas dri korupsi,p
878,mesti si ono fanas2 🤣🤣🤣,n
879,Terserah bapa mau pilih siapa....,p
880,Blenek dengerin,n
881,Ya alloh bu risma. I love you 😘😘😘,p
882,Korupsi hukaman mati.,p
883,Smoga amanah ibu Dan bpaka2 mentor baru kita,p
884,Bu Rismaaa ai lopp yuuuu 💘,p
885,Sukses selalu kabinet Indonesia maju,p
886,Bu risma i love you😘😘😘,p
887,Mentri kelautan knpa gak ibu susi aja si yachhhh.,n
888,Pak wisnu tama d gnti pk sandi...??oooohhhhhh nooo,n
889,"Mudah2 an  mentri baru,gak tergiur ung rakyat",p
890,smga tdk ada mentri titipan,p
891,"Alhamdulillah,... Smg semua bpk/ibu mentri yg br di lantik ttp AMANAH,SOLID dlm menjalankan tugas-tugasnya.Amin yrb",p
892,Mantap Bu Risma,p
893,🤮🤮🤮,n
894,Belajar lah dgn masa lalu..ibarat  sebuah mobil kaca spionnya dipake kedua2nya...,p
895,Suroboyo.Tgl 23. Desember  2020.  ReeeekkJogo kotaMU,p
896,Ga ada yg bagus slain bu susi.....😁😁😁😁,p
897,Jadi AHY sebagai Menteri Kementerian ekonomi dan Pariwisata Mr president👍👌🤲,p
898,"Tikus tikus di Ibu kota Gede gede Bu ,di banding di Surabaya ,sikat habis ya Bu",p
899,bu susi nya mana pak..???,n
900,Mau milih calon koruptor baruuu yaaaa...😁😁😁,n
901,"Menhan sejauh ini kurang gebrakan, tapi kok nggak direshuffle?",n
902,mudah2 han mensos baru gak nimbun masker lagi,p
903,Bu Susi Kok enggak ada ah,n
904,Gus yaqut slamat gus🙏🙏🙏,p
905,pengumuman pelaku penembak 6 laskar kapan om????,n
906,Alhamdulilah semoga Indonesia menjadi lebih baik lagi..🤲🤲🙏🙏🙏,p
907,Indonesia semerawut kali bukan indonesia maju,n
908,Kira2 gmn kabar ibu GUB JTM,n
909,Berharap mntri kkp ibu susi,n
910,bu risma. sandiaga uno. yagut 💪,p
911,"Yesss
Akhirnya masuk juga ibu
Mantap👍👍",p
912,"PAK SAYA DONG PAK, SAYA KAN JUGA MAU PAK🤣🤣🤣",n
913,Harusny ahok menjabat gantiin edy,n
914,Ada bang sandi euy,p
915,Kok dari efpei gak ada... padahal akhlaknya kan bagus-bagus...,n
916,Akhirnya ada Bu Risma yang jadi Menteri Sosial 😄💕,p
917,Yg penting ibu sehat2 ya ibu risma....,p
918,Sandi aga uno pilihanku 2024,p
919,Bu susi kok gk di tarik  lg pk  beliau mentri yg mumpuni di hidangnya,n
920,BPK SANIAGA UNO./IBU RISMA SAYA UCAPKAN SLAMAT BERTUGA.,p
921,Bu Risma memang cocok.,p
922,Satu kata buat kalian dunia ini hanya sementara,n
923,Pengalihan doank...,n
924,"BPK Sandiaga kayak cocok tu jadi Mentri pariwisata , kan beliau pebisnis ulung .",p
925,i lov u bu Risma ku yesss,p
926,"Namanya juga politik, gak ada musuh abadi, oposisi bisa jadi koalisi😂",n
927,Mantap bang sandiaga,p
928,Seharusnya yang matiin mic kemaren harus di ganti juga,p
929,Waduh menkes di ganti,p
930,Setuju sekali ...mantap,p
931,"Komennya positip semua. 
Semoga diijabah",p
932,Ko indonesia maju pak...dana bansos aja di korupsi ko di bilang maju,n
933,andalanku bpk zulkifli zaini dan bpk budi gunadi sadikin beliau orng hebat yg selalu sukses apa yg dipimpinnya..,p
934,Ok oc masuk juga ya,p
935,"Mensos joss
Menkraf joss",p
936,Mantap....Smoga bu risma jadi MENSOS...,p
937,Alhamdulillah Emak diangkat jadi menteri sosial. Semoga kuat lahir batin mengemban tugas menteri yang sangat berat. Selain tuntutan tugas pasti banyak tekanan dan tidak lepas kemungkinan ada fitnah dari fihak yg tidak suka dengan pemerintah. Doa kami dari Arek Jawatimur. Semoga sukses.,p
938,Mantap bu risma,p
939,Mantap bu risma,p
940,hidup Prabowo-Sandi...TAKBIR! ehehe,p
941,Semoga para mentri bisa bekerja sebaik mungkin aamiin dan semoga amanah,p
942,Menteri KKP kenapa gak bu susi 😢,n
943,"persiden.nya..seharusnya..yg.
direstapel.",n
944,Yaaaah dr Terawan di ganti ya,n
945,Maju terus pak sandi..juga risma.,p
946,Smg amanah semua,p
947,Anknya aja Pak Yg di Reshuffle,n
948,Sudah kumpul semua orang2 pencittraaan,n
949,"Muantaplah bu risma semangat bu,,smoga amanah",p
950,Maakkk Ojo lali Karo surobyo Mak kuuu😭,p
951,"Orang×× yg mati , pas demo ke KPU belain PraboSan mati konyol dong 😂😂😂 klau ujung×× jadi menteri 🤮🤮🤮",n
952,oklah selamat bekerja,p
953,Sda terlambat pa sandiaga  ini ada apa lgi ni,n
954,Ibu risma dan pak sandiaga uno the best 👍,p
955,Kita lihat ibu Risma setelah dia buka berkas dana bansos bahwa utk jujur itu berat kira2 kuat apa TDK utk tetap berkata serta bertindak jujur. Amin,p
956,Menteri agamanya tidak salah ituu.ya ALLAH salah kaprah.,n
957,Oh.... gitu ....,n
958,Maskernya mana pak?,n
959,Selamat bekerja para mentri baru.semangattt,p
960,"Bu Tri Rismaharini,punya prestasi besar di Surabaya,bisa merubah Surabaya menjadi bagus",p
961,Awas pk menteri petikan dan kelautan jgn jual binih loster ya pk ingat sumpah jabatan mu,n
962,Jangan lupa pak menteri yg korupsi kmrin di ksh hukum yg berat,p
963,"Bu Risma mmg lebih cocok jdi menteri dri pada jadi walikota Surabaya..hihi
Biar berkurang marah"" ya Bu Risma dan lebih santai  haha 🤣",p
964,Aku padamu Ibu Risma sebagai Menteri Sosial,p
965,Bravo pak Sandiaga Uno....,p
966,Bang sandi sangat cocok posisinya,p
967,Yaqut cholil ???,n
968,"Ibu RISMA SEMAKIN TINGGI AMANAH / JABATAN Maka SEMAKIN BESAR BEBAN DIPUNDAKMU Selamat Berjuang dan Bekerja Sama dengan KABINT INDONESIA MAJU, semoga NKRI KEDEPANNYA SEMAKIN ""GEMAH RIPAH LOH JINAWI""",p
969,Bu Susi di mana ??🙄🙄,n
970,Mau ada resfel atau tidak tdk pengaruh sy orang desa sbb orang orang desa yg miskin butuhnya bisa makan saja sdh untung,n
971,Mantab👍👍👍👍,p
972,cieee........ bersatu,p
973,Sesuai HARAPAN SAYA.....,p
974,Ah,n
975,"Salfok ama semua komentar, dimana semua support ibu risma❤😍🙏🏻",p
976,siapa pun mentrinya Sing penting akhlaknya bagus,p
977,Selamat bertugas bu risma,p
978,Bodo amat,n
979,Juost cocok ky bu risma di mensos   tegas  kuat tanpa ampun. Pada siapapun. ..yang korup,p
980,Siapa yang di sini patah hati karena bu susi nggak di sebut,n
981,Menteri agamanya dri dlu kok gk ada yg bgus,n
982,Sangat kecewa bu Susi kok dak maduk Ment KKP.mengapa yg sudah kelihatan kerjanya..Kok milih orang belum tahu dibidang jelautan...Tidak dengarkan aspirasi rakyat...,n
983,"10 tahun warga Surabaya bangga punya pemimpin seperti Bu risma.., sedih kehilangan sosok seperti beliau,menjadi mentri semoga selalu menjaga amanah rakyat kecil dan selalu dalam lindungan ALLAH SWT.Amien",p
984,"Bu Risma... Keren nih... Baru masyukkkk ini...
Bu Susi gak masuk nih",p
985,Alhamdulillah kejutan th baru..semoga semua mentri amanah semua...Aamiiin,p
986,slamat unt bu Risma,p
987,Indonesia maju apa mundur ya,n
